Р“СЂСѓРїРїР°.РљРѕРґ;РћС‚РґРµР».РљРѕРґ;РўРѕРІР°СЂ.РљРѕРґ;Р”Р°С‚Р°;Р§Р°СЃ;РљРѕР»РёС‡РµСЃС‚РІРѕ | РЎСѓРјРјР°;РЎСѓРјРјР° | РЎСѓРјРјР°
205;1;70573;31.12.2010;10;3;июн.43
205;1;70573;31.12.2010;11;5;окт.72
205;1;70573;31.12.2010;15;2;апр.29
205;1;70573;01.01.2011;13;9;19.мар
205;1;70573;01.01.2011;16;4;авг.58
205;1;70573;01.01.2011;17;4;авг.58
205;1;70584;19.01.2009;10;4;15.май
205;1;70584;19.01.2009;12;1;мар.76
205;1;70584;20.01.2009;10;2;июл.53
205;1;70584;20.01.2009;13;1;мар.76
205;1;70584;20.01.2009;15;5;18.82
205;1;70584;20.01.2009;16;5;18.82
205;1;70584;21.01.2009;9;3;ноя.29
205;1;70584;21.01.2009;14;3;ноя.29
205;1;70584;21.01.2009;16;2;июл.53
205;1;70584;21.01.2009;17;3;ноя.29
205;1;70584;22.01.2009;10;4;15.май
205;1;70584;22.01.2009;11;5;18.82
205;1;70584;22.01.2009;15;1;мар.76
205;1;70584;22.01.2009;16;4;15.май
205;1;70584;22.01.2009;17;20;75.27
205;1;70584;22.01.2009;20;10;37.63
205;1;70584;23.01.2009;13;2;июл.53
205;1;70584;23.01.2009;15;2;июл.53
205;1;70584;23.01.2009;16;4;15.май
205;1;70584;24.01.2009;10;3;ноя.29
205;1;70584;24.01.2009;13;2;июл.53
205;1;70584;24.01.2009;14;1;мар.76
205;1;70584;24.01.2009;18;5;18.82
205;1;70584;25.01.2009;12;4;15.май
205;1;70584;25.01.2009;13;20;75.27
205;1;70584;25.01.2009;14;1;мар.76
205;1;70584;26.01.2009;16;4;15.май
205;1;70584;26.01.2009;17;5;18.82
205;1;70584;26.01.2009;19;10;37.63
205;1;70584;27.01.2009;10;5;18.82
205;1;70584;27.01.2009;13;10;37.63
205;1;70584;27.01.2009;17;4;15.май
205;1;70584;27.01.2009;19;4;15.май
205;1;70584;28.01.2009;12;1;мар.76
205;1;70584;29.01.2009;12;2;июл.53
205;1;70584;29.01.2009;14;2;июл.53
205;1;70584;29.01.2009;15;20;75.27
205;1;70584;29.01.2009;16;2;июл.53
205;1;70584;30.01.2009;11;3;ноя.29
205;1;70584;30.01.2009;12;4;15.май
205;1;70584;30.01.2009;13;6;22.58
205;1;70584;30.01.2009;15;5;18.82
205;1;70584;30.01.2009;19;5;18.82
205;1;70584;31.01.2009;10;1;мар.76
205;1;70584;01.02.2009;9;1;мар.76
205;1;70584;01.02.2009;13;1;мар.76
205;1;70584;02.02.2009;13;5;18.82
205;1;70584;02.02.2009;15;10;37.63
205;1;70584;02.02.2009;17;3;ноя.29
205;1;70584;03.02.2009;13;2;июл.53
205;1;70584;03.02.2009;18;7;26.34
205;1;70584;03.02.2009;20;2;июл.53
205;1;70584;05.02.2009;18;10;37.63
205;1;70584;06.02.2009;12;4;15.май
205;1;70584;06.02.2009;17;10;37.63
205;1;70584;06.02.2009;18;8;30.ноя
205;1;70584;07.02.2009;13;6;22.58
205;1;70584;07.02.2009;16;2;июл.53
205;1;70584;07.02.2009;17;5;18.82
205;1;70584;07.02.2009;18;12;45.16
205;1;70584;08.02.2009;17;2;июл.53
205;1;70584;14.02.2009;9;4;15.май
205;1;70584;14.02.2009;14;4;15.май
205;1;70584;14.02.2009;17;15;56.45
205;1;70584;14.02.2009;18;6;22.58
205;1;70584;15.02.2009;13;1;мар.76
205;1;70584;15.02.2009;14;1;мар.76
205;1;70584;15.02.2009;15;1;мар.76
205;1;70584;15.02.2009;16;2;июл.53
205;1;70584;15.02.2009;17;15;56.45
205;1;70584;16.02.2009;12;2;июл.53
205;1;70584;16.02.2009;17;5;18.82
205;1;70584;17.02.2009;10;3;ноя.29
205;1;70584;17.02.2009;14;1;мар.76
205;1;70584;18.02.2009;14;1;мар.76
205;1;70584;18.02.2009;18;2;июл.53
205;1;70584;19.02.2009;11;5;18.82
205;1;70584;19.02.2009;16;5;18.82
205;1;70584;19.02.2009;18;2;июл.53
205;1;70584;20.02.2009;16;5;18.82
205;1;70584;22.02.2009;11;5;18.82
205;1;70584;22.02.2009;14;15;56.45
205;1;80351;06.12.2008;15;1;227.47
205;1;80351;06.12.2008;16;1;227.47
205;1;80351;11.12.2008;14;1;227.47
205;1;80351;27.12.2008;19;1;227.47
205;1;80351;10.01.2009;19;1;227.47
205;1;80351;12.01.2009;16;1;227.47
205;1;80351;17.01.2009;15;1;227.47
205;1;80351;17.01.2009;19;1;227.47
205;1;80351;08.02.2009;20;1;229.28
205;1;80351;11.02.2009;11;1;229.28
205;1;80351;01.03.2009;12;1;227.47
205;1;83254;17.12.2008;11;4;сен.83
205;1;83254;17.12.2008;12;5;дек.28
205;1;83254;17.12.2008;13;20;49.14
205;1;83254;17.12.2008;14;5;дек.28
205;1;83254;17.12.2008;15;10;24.57
205;1;83254;17.12.2008;18;3;июл.37
205;1;83254;17.12.2008;20;2;апр.91
205;1;83254;23.12.2008;10;1;фев.14
205;1;83254;23.12.2008;11;3;июн.43
205;1;83254;23.12.2008;13;2;апр.29
205;1;83254;23.12.2008;14;10;21.45
205;1;83254;23.12.2008;16;2;апр.29
205;1;83254;23.12.2008;18;1;фев.14
205;1;83254;24.12.2008;16;2;апр.29
205;1;83254;24.12.2008;18;11;23.59
205;1;83254;25.12.2008;16;3;июн.43
205;1;83254;26.12.2008;14;9;19.мар
205;1;83254;26.12.2008;16;15;32.17
205;1;83254;26.12.2008;18;4;авг.58
205;1;83254;27.12.2008;11;3;июн.43
205;1;83254;27.12.2008;13;2;апр.29
205;1;83254;27.12.2008;16;4;авг.58
205;1;83254;28.12.2008;11;23;49.33
205;1;83254;28.12.2008;13;1;фев.46
205;1;83254;29.12.2008;11;2;апр.29
205;1;83254;29.12.2008;20;3;июн.43
205;1;83254;04.01.2009;16;3;июл.37
205;1;83254;04.01.2009;17;2;апр.91
205;1;83254;05.01.2009;13;2;апр.91
205;1;83254;06.01.2009;10;3;июл.37
205;1;83254;06.01.2009;13;5;дек.28
205;1;83254;06.01.2009;14;1;фев.46
205;1;83254;06.01.2009;20;5;дек.28
205;1;83254;07.01.2009;10;3;июл.37
205;1;83254;07.01.2009;11;3;июл.37
205;1;83254;07.01.2009;15;5;дек.28
205;1;83254;08.01.2009;10;2;апр.91
205;1;83254;08.01.2009;11;10;24.57
205;1;83254;08.01.2009;12;4;сен.83
205;1;83254;08.01.2009;14;1;фев.46
205;1;83254;08.01.2009;15;13;31.94
205;1;83254;08.01.2009;16;2;апр.91
205;1;83254;09.01.2009;14;9;22.ноя
205;1;83254;09.01.2009;16;1;фев.46
205;1;83254;10.01.2009;9;1;фев.46
205;1;83254;10.01.2009;14;4;сен.83
205;1;83254;10.01.2009;20;5;дек.28
205;1;83254;11.01.2009;14;10;24.57
205;1;83254;11.01.2009;15;10;24.57
205;1;83254;11.01.2009;16;10;24.57
205;1;83254;11.01.2009;19;3;июл.37
205;1;83254;12.01.2009;10;4;сен.83
205;1;83254;12.01.2009;16;10;24.57
205;1;83254;12.01.2009;17;4;сен.83
205;1;83254;12.01.2009;18;2;апр.91
205;1;83254;12.01.2009;19;10;24.57
205;1;83254;13.01.2009;8;2;апр.91
205;1;83254;13.01.2009;12;2;апр.91
205;1;83254;13.01.2009;13;2;апр.91
205;1;83254;13.01.2009;18;2;апр.91
205;1;83254;13.01.2009;19;11;27.мар
205;1;83254;14.01.2009;10;2;апр.91
205;1;83254;14.01.2009;11;10;24.57
205;1;83254;14.01.2009;16;2;апр.91
205;1;83254;15.01.2009;11;10;24.57
205;1;83254;15.01.2009;12;10;24.57
205;2;23238;13.12.2008;12;5;сен.26
205;2;23238;26.12.2008;17;5;сен.26
205;2;23238;21.01.2009;14;1;янв.85
205;2;23238;24.01.2009;14;2;03.июл
205;2;23238;31.01.2009;17;2;03.июл
205;2;23238;02.02.2009;12;9;16.67
205;2;23238;14.02.2009;15;3;май.56
205;2;23238;14.02.2009;20;3;май.56
205;2;56659;16.12.2008;19;1;16.46
205;2;56659;26.12.2008;14;3;49.37
205;2;56659;14.02.2009;13;1;16.46
205;2;56661;25.12.2008;14;2;61.35
205;2;56661;06.01.2009;19;2;66.38
205;2;56661;10.01.2009;11;1;33.19
205;2;56661;13.01.2009;20;2;66.38
205;2;56661;14.01.2009;12;1;33.19
205;2;56661;16.01.2009;11;2;66.38
205;2;56661;29.01.2009;19;1;33.19
205;2;56664;12.01.2009;21;1;59.46
205;2;56664;24.01.2009;21;1;62.19
205;2;56666;05.12.2008;18;1;57.52
205;2;56666;22.02.2009;12;1;57.52
205;2;56669;14.02.2009;13;1;16.46
205;2;70570;01.12.2008;11;2;05.ноя
205;2;70570;01.12.2008;13;1;фев.55
205;2;70570;01.12.2008;15;1;фев.55
205;2;70570;01.12.2008;20;3;июл.66
205;2;70570;01.12.2008;21;10;25.54
205;2;70570;02.12.2008;18;4;окт.22
205;2;70570;02.12.2008;19;7;17.88
205;2;70570;03.12.2008;19;2;05.ноя
205;2;70570;04.12.2008;10;1;фев.55
205;2;70570;04.12.2008;12;3;июл.66
205;2;70570;04.12.2008;16;1;фев.55
205;2;70570;05.12.2008;13;6;15.33
205;2;70570;06.12.2008;19;10;25.54
205;2;70570;06.12.2008;20;10;25.54
205;2;70570;07.12.2008;15;4;окт.22
205;2;70570;07.12.2008;18;2;05.ноя
205;2;70570;08.12.2008;13;10;25.54
205;2;70570;08.12.2008;15;1;фев.55
205;2;70570;08.12.2008;16;10;25.54
205;2;70570;08.12.2008;18;3;июл.66
205;2;70570;10.12.2008;11;5;дек.77
205;2;70570;10.12.2008;18;2;05.ноя
205;2;70570;13.12.2008;14;10;25.54
205;2;70573;11.12.2008;13;1;фев.22
205;2;70573;11.12.2008;16;5;11.ноя
205;2;70573;11.12.2008;20;5;11.ноя
205;2;70573;12.12.2008;20;10;22.23
205;2;70573;13.12.2008;10;2;апр.45
205;2;70573;13.12.2008;14;4;авг.89
205;2;70573;13.12.2008;15;3;июн.67
205;2;70573;13.12.2008;16;5;11.ноя
205;2;70573;14.12.2008;18;5;11.ноя
205;2;70573;14.12.2008;19;2;апр.45
205;2;70573;15.12.2008;13;2;апр.45
205;2;70573;15.12.2008;14;14;31.дек
205;2;70573;15.12.2008;15;2;апр.45
205;2;70573;15.12.2008;19;15;33.34
205;2;70573;16.12.2008;10;3;июн.67
205;2;70573;16.12.2008;16;3;июн.67
205;2;70573;16.12.2008;21;2;апр.45
205;2;70573;17.12.2008;11;2;апр.45
205;2;70573;17.12.2008;17;2;апр.45
205;2;70573;17.12.2008;19;2;апр.45
205;2;70573;18.12.2008;12;2;апр.45
205;2;70573;18.12.2008;13;8;17.78
205;2;70573;22.12.2008;14;1;фев.22
205;2;70573;15.01.2009;15;10;22.23
205;2;70573;15.01.2009;16;4;авг.89
205;2;70573;18.01.2009;14;5;11.ноя
205;2;70573;18.01.2009;15;10;22.23
205;2;70573;18.01.2009;18;29;64.47
205;2;70573;18.01.2009;20;10;22.23
205;2;70573;18.01.2009;21;4;авг.89
205;2;70573;19.01.2009;10;1;фев.22
205;2;70573;19.01.2009;12;2;апр.45
205;2;70573;19.01.2009;13;6;13.34
205;2;70573;19.01.2009;18;10;22.23
205;2;70573;19.01.2009;19;10;22.23
205;2;70573;19.01.2009;20;5;11.ноя
205;2;70573;19.01.2009;21;10;22.23
205;2;70573;21.01.2009;11;2;апр.45
205;2;70573;21.01.2009;15;2;апр.45
205;2;70573;21.01.2009;18;2;апр.45
205;2;70573;22.01.2009;13;3;июн.67
205;2;70573;22.01.2009;20;6;13.34
205;2;70573;23.01.2009;12;3;июн.67
205;2;70573;23.01.2009;20;2;апр.45
205;2;70573;24.01.2009;11;10;22.23
205;2;70573;24.01.2009;12;30;66.69
205;2;70573;24.01.2009;14;3;июн.67
205;2;70573;26.01.2009;13;10;22.23
205;2;70573;26.01.2009;15;10;22.23
205;2;70573;26.01.2009;16;5;11.ноя
205;2;70573;26.01.2009;18;2;апр.45
205;2;70573;27.01.2009;17;3;июн.67
205;2;70573;27.01.2009;18;2;апр.45
205;2;70573;28.01.2009;13;9;20.янв
205;2;70573;28.01.2009;18;3;июн.67
205;2;70573;28.01.2009;21;10;22.23
205;2;70573;29.01.2009;14;5;11.ноя
205;2;70573;29.01.2009;17;7;15.56
205;2;70573;29.01.2009;18;20;44.46
205;2;70573;29.01.2009;19;10;22.23
205;2;70573;31.01.2009;15;2;апр.45
205;2;70573;31.01.2009;18;5;11.ноя
205;2;70573;31.01.2009;20;1;фев.22
205;2;70573;31.01.2009;21;10;22.23
205;2;70573;01.02.2009;13;7;15.56
205;2;70573;02.02.2009;21;2;апр.45
205;2;70573;03.02.2009;20;2;апр.45
205;2;70573;08.02.2009;14;20;44.46
205;2;70573;08.02.2009;17;5;11.ноя
205;2;70573;08.02.2009;18;4;авг.89
205;2;70573;09.02.2009;11;1;фев.22
205;2;70573;09.02.2009;13;3;июн.67
205;2;70573;09.02.2009;16;2;апр.45
205;2;70573;09.02.2009;18;3;июн.67
205;2;80351;14.12.2008;12;1;236.57
205;2;80351;14.12.2008;13;1;236.57
205;2;80351;15.12.2008;13;1;236.57
205;2;80351;17.12.2008;19;1;236.57
205;2;80351;30.12.2008;13;1;238.99
205;2;80351;05.01.2009;20;1;236.57
205;2;80351;11.01.2009;18;1;238.99
205;2;80351;20.01.2009;20;1;238.99
205;2;80351;21.01.2009;17;1;238.99
205;2;80351;09.02.2009;20;1;236.57
205;2;80351;23.02.2009;18;1;236.57
205;2;83254;18.12.2008;13;12;30.65
205;2;83254;18.12.2008;19;2;05.ноя
205;2;83254;19.12.2008;10;3;июл.66
205;2;83254;19.12.2008;20;15;38.32
205;2;83254;20.12.2008;11;2;05.ноя
205;2;83254;21.12.2008;10;14;35.76
205;2;83254;21.12.2008;16;2;05.ноя
205;2;83254;21.12.2008;18;2;05.ноя
205;2;83254;22.12.2008;14;3;июл.66
205;2;83254;23.12.2008;10;5;дек.77
205;2;83254;23.12.2008;13;10;25.54
205;2;83254;24.12.2008;11;2;05.ноя
205;2;83254;24.12.2008;13;23;52.12
205;2;83254;24.12.2008;14;5;11.ноя
205;2;83254;24.12.2008;16;2;05.ноя
205;2;83254;24.12.2008;18;5;11.ноя
205;2;83254;25.12.2008;17;1;фев.22
205;2;83254;25.12.2008;19;5;11.ноя
205;2;83254;26.12.2008;13;1;фев.22
205;2;83254;26.12.2008;14;2;апр.45
205;2;83254;26.12.2008;16;3;июн.67
205;2;83254;26.12.2008;17;2;апр.45
205;2;83254;26.12.2008;19;2;апр.45
205;2;83254;27.12.2008;10;10;22.23
205;2;83254;27.12.2008;12;5;11.ноя
205;2;83254;27.12.2008;16;10;22.56
205;2;83254;27.12.2008;17;3;июл.33
205;2;83254;27.12.2008;21;2;апр.45
205;2;83254;28.12.2008;18;4;авг.89
205;2;83254;29.12.2008;15;5;11.ноя
205;2;83254;29.12.2008;17;5;дек.77
205;2;83254;30.12.2008;16;4;окт.22
205;2;83254;31.12.2008;10;10;25.54
205;2;83254;31.12.2008;11;9;22.99
205;2;83254;31.12.2008;12;3;июл.66
205;2;83254;31.12.2008;15;17;40.77
205;2;83254;31.12.2008;16;4;авг.89
205;2;83254;31.12.2008;17;15;33.34
205;2;83254;01.01.2009;13;3;июн.67
205;2;83254;01.01.2009;16;2;апр.45
205;2;83254;01.01.2009;17;4;авг.89
205;2;83254;02.01.2009;12;3;июн.67
205;2;83254;02.01.2009;14;2;апр.45
205;2;83254;02.01.2009;15;1;фев.22
205;2;83254;02.01.2009;16;6;13.34
205;2;83254;02.01.2009;17;2;апр.45
205;2;83254;03.01.2009;12;2;апр.45
205;2;83254;03.01.2009;13;5;11.ноя
205;2;83254;03.01.2009;14;25;55.57
205;2;83254;03.01.2009;15;1;фев.22
205;2;83254;03.01.2009;17;10;22.23
205;2;83254;04.01.2009;10;10;22.23
205;2;83254;04.01.2009;13;22;52.22
205;2;83254;04.01.2009;16;5;ноя.78
205;2;83254;05.01.2009;12;1;фев.55
205;2;83254;05.01.2009;16;4;окт.22
205;2;83254;05.01.2009;17;20;51.09
205;2;83254;05.01.2009;18;2;05.ноя
205;2;83254;05.01.2009;21;12;30.65
205;2;83254;06.01.2009;13;5;дек.77
205;2;83254;06.01.2009;19;2;05.ноя
205;2;83254;07.01.2009;10;1;фев.55
205;2;83254;07.01.2009;16;10;25.54
205;2;83254;07.01.2009;17;9;22.99
205;2;83254;10.01.2009;12;5;дек.77
205;2;83254;10.01.2009;13;10;25.54
205;2;83254;10.01.2009;16;11;28.янв
205;2;83254;10.01.2009;19;18;45.98
205;2;83254;10.01.2009;20;6;15.33
205;2;83254;11.01.2009;11;2;05.ноя
205;2;83254;11.01.2009;15;10;25.54
205;2;83254;11.01.2009;18;10;25.54
205;2;83254;11.01.2009;19;6;15.33
205;2;83254;11.01.2009;20;9;22.99
205;2;83254;12.01.2009;16;2;05.ноя
205;2;83254;12.01.2009;17;11;28.янв
205;2;83254;09.02.2009;20;6;13.34
205;2;83254;10.02.2009;10;10;22.23
205;2;83254;10.02.2009;13;2;апр.45
205;2;83254;10.02.2009;17;10;22.23
205;2;83254;11.02.2009;19;5;11.ноя
205;2;83254;12.02.2009;13;3;июн.67
205;2;83254;13.02.2009;15;6;13.34
205;2;83254;13.02.2009;16;3;июн.67
205;2;83254;14.02.2009;11;1;фев.22
205;2;83254;14.02.2009;12;3;июн.67
205;2;83254;14.02.2009;13;2;апр.45
205;2;83254;14.02.2009;16;1;фев.22
205;2;83254;14.02.2009;19;5;11.ноя
205;2;83254;14.02.2009;20;5;11.ноя
205;2;83254;15.02.2009;12;5;11.ноя
205;2;83254;15.02.2009;15;2;апр.45
205;2;83254;16.02.2009;10;1;фев.22
205;2;83254;16.02.2009;17;10;22.23
205;2;83254;17.02.2009;17;10;22.23
205;2;83254;18.02.2009;16;10;22.23
205;2;83254;19.02.2009;16;5;дек.77
205;2;83254;20.02.2009;11;10;25.54
205;2;83254;21.02.2009;11;2;05.ноя
205;2;83254;21.02.2009;15;5;дек.77
205;2;83254;21.02.2009;17;5;дек.77
205;2;83254;21.02.2009;18;2;05.ноя
205;2;83254;21.02.2009;19;2;05.ноя
205;2;83254;22.02.2009;12;5;дек.77
205;2;83254;22.02.2009;18;3;июл.66
205;2;83254;22.02.2009;19;2;05.ноя
205;2;83254;23.02.2009;18;3;июл.66
205;2;83254;24.02.2009;11;3;июл.66
205;2;83254;24.02.2009;12;7;17.88
205;2;83254;24.02.2009;13;1;фев.55
205;2;83254;24.02.2009;20;2;05.ноя
205;2;83254;25.02.2009;17;1;фев.55
205;2;83254;25.02.2009;20;3;июл.66
205;2;83254;26.02.2009;13;1;фев.55
205;2;83254;26.02.2009;18;3;июл.66
205;2;83254;26.02.2009;19;7;17.88
205;2;83254;26.02.2009;21;2;05.ноя
205;2;83254;27.02.2009;12;15;38.32
205;2;83254;27.02.2009;15;1;фев.55
205;2;83254;27.02.2009;17;5;дек.77
205;2;83254;27.02.2009;20;1;фев.55
205;2;83254;31.12.2010;10;10;25.54
205;2;83254;31.12.2010;11;9;22.99
205;2;83254;31.12.2010;12;3;июл.66
205;2;83254;31.12.2010;15;17;40.77
205;2;83254;31.12.2010;16;4;авг.89
205;2;83254;31.12.2010;17;15;33.34
205;2;85901;20.01.2009;19;1;фев.79
205;2;85901;20.01.2009;20;2;май.58
205;2;85901;21.01.2009;15;10;27.89
205;2;85901;24.01.2009;18;26;72.5
205;2;85901;24.01.2009;19;2;май.58
205;2;85901;24.01.2009;21;6;16.73
205;2;85901;01.02.2009;15;10;27.89
205;2;85901;01.02.2009;16;3;авг.37
205;2;85901;01.02.2009;18;7;19.52
205;2;85901;01.02.2009;19;15;41.83
205;2;85901;02.02.2009;15;5;13.94
205;2;85901;02.02.2009;17;5;13.94
205;2;85901;03.02.2009;20;8;22.31
205;3;23238;03.12.2008;13;2;мар.24
205;3;23238;06.12.2008;16;1;янв.62
205;3;23238;16.12.2008;19;4;июн.47
205;3;23238;17.12.2008;18;5;08.сен
205;3;23238;21.12.2008;18;5;08.сен
205;3;23238;06.01.2009;18;15;24.28
205;3;23238;13.01.2009;14;10;16.19
205;3;23238;15.01.2009;20;4;июн.47
205;3;23238;24.01.2009;13;15;24.59
205;3;23238;02.02.2009;14;10;18.41
205;3;23238;05.02.2009;11;9;15.97
205;3;23238;13.02.2009;13;2;мар.59
205;3;23238;24.02.2009;17;2;мар.59
205;3;56441;28.12.2008;13;1;98.71
205;3;56441;30.12.2008;12;1;98.71
205;3;56661;14.02.2009;12;1;33.79
205;3;56661;14.02.2009;18;1;33.79
205;3;56661;23.02.2009;17;1;33.79
205;3;56664;26.12.2008;11;1;56.34
205;3;56664;03.01.2009;13;1;56.34
205;3;56665;19.01.2009;17;2;67.59
205;3;56666;13.12.2008;12;1;56.32
205;3;56668;10.01.2009;13;2;59.01
205;3;56668;11.01.2009;13;1;29.май
205;3;56668;18.01.2009;18;1;29.май
205;3;56668;25.01.2009;19;1;29.май
205;3;56668;12.02.2009;17;2;68.64
205;3;60201;07.02.2009;10;2;296.71
205;3;60201;25.02.2009;13;2;328.65
205;3;70570;01.12.2008;9;2;05.ноя
205;3;70570;01.12.2008;13;2;05.ноя
205;3;70570;01.12.2008;15;4;окт.22
205;3;70570;01.12.2008;16;4;окт.22
205;3;70570;07.12.2008;18;10;24.57
205;3;70570;08.12.2008;17;10;24.57
205;3;70570;09.12.2008;10;1;фев.46
205;3;70570;09.12.2008;12;2;апр.91
205;3;70570;10.12.2008;14;5;дек.28
205;3;70570;11.12.2008;9;5;дек.28
205;3;70570;11.12.2008;18;10;24.57
205;3;70570;14.12.2008;16;9;22.ноя
205;3;70570;14.12.2008;19;1;фев.46
205;3;70570;15.12.2008;13;11;27.мар
205;3;70570;15.12.2008;16;2;апр.91
205;3;70570;15.12.2008;20;5;дек.28
205;3;70570;16.12.2008;9;10;24.57
205;3;70570;16.12.2008;10;6;14.74
205;3;70570;16.12.2008;12;3;июл.37
205;3;70570;17.12.2008;9;2;апр.91
205;3;70570;17.12.2008;12;10;24.57
205;3;70570;17.12.2008;15;2;апр.91
205;3;70570;17.12.2008;16;2;апр.91
205;3;70570;17.12.2008;18;3;июл.37
205;3;70570;17.12.2008;20;30;73.71
205;3;70570;18.12.2008;9;1;фев.46
205;3;70570;18.12.2008;12;10;24.57
205;3;70570;21.12.2008;17;5;дек.77
205;3;70573;01.12.2008;16;1;фев.14
205;3;70573;01.12.2008;17;2;апр.29
205;3;70573;01.12.2008;20;5;окт.72
205;3;70573;02.12.2008;16;3;июн.43
205;3;70573;03.12.2008;13;5;окт.72
205;3;70573;03.12.2008;15;12;25.74
205;3;70573;03.12.2008;18;3;июн.43
205;3;70573;04.12.2008;16;1;фев.14
205;3;70573;05.12.2008;13;5;окт.72
205;3;70573;06.12.2008;15;3;июн.43
205;3;70573;06.12.2008;19;10;21.45
205;3;70573;07.12.2008;13;1;фев.14
205;3;70573;07.12.2008;14;10;21.45
205;3;70573;07.12.2008;15;3;июн.43
205;3;70573;07.12.2008;17;2;апр.29
205;3;70573;09.12.2008;10;1;фев.14
205;3;70573;12.12.2008;15;23;49.33
205;3;70573;12.12.2008;16;1;фев.14
205;3;70573;12.12.2008;17;7;15.фев
205;3;70573;12.12.2008;19;2;апр.29
205;3;70573;13.12.2008;15;2;апр.29
205;3;70573;13.12.2008;16;2;апр.29
205;3;70573;14.12.2008;9;3;июн.43
205;3;70573;14.12.2008;11;4;авг.58
205;3;70573;14.12.2008;16;6;дек.87
205;3;70573;14.01.2009;12;4;авг.58
205;3;70573;14.01.2009;14;1;фев.14
205;3;70573;14.01.2009;16;1;фев.14
205;3;70573;14.01.2009;19;6;дек.87
205;3;70573;15.01.2009;11;2;апр.29
205;3;70573;15.01.2009;14;12;25.74
205;3;70573;15.01.2009;16;30;64.35
205;3;70573;15.01.2009;17;6;дек.87
205;3;70573;15.01.2009;18;11;23.59
205;3;70573;16.01.2009;11;2;апр.29
205;3;70573;16.01.2009;14;8;17.16
205;3;70573;16.01.2009;15;2;апр.29
205;3;70573;16.01.2009;18;10;21.45
205;3;70573;17.01.2009;12;11;23.59
205;3;70573;17.01.2009;13;5;окт.72
205;3;70573;17.01.2009;14;3;июн.43
205;3;70573;17.01.2009;15;4;авг.58
205;3;70573;17.01.2009;16;13;27.89
205;3;70573;17.01.2009;18;3;июн.43
205;3;70573;18.01.2009;12;3;июн.43
205;3;70573;18.01.2009;13;10;21.45
205;3;70573;18.01.2009;18;6;дек.87
205;3;70573;18.01.2009;19;10;21.45
205;3;70573;19.01.2009;9;1;фев.14
205;3;70573;19.01.2009;11;20;42.9
205;3;70573;19.01.2009;17;1;фев.14
205;3;70573;19.01.2009;18;2;апр.29
205;3;70573;20.01.2009;9;2;апр.29
205;3;70573;20.01.2009;14;3;июн.43
205;3;70573;20.01.2009;17;8;17.16
205;3;70573;29.01.2009;13;30;64.93
205;3;70573;29.01.2009;16;2;апр.33
205;3;70573;30.01.2009;12;30;64.93
205;3;70573;30.01.2009;16;12;25.97
205;3;70573;31.01.2009;11;21;45.45
205;3;70573;31.01.2009;12;2;апр.33
205;3;70573;08.02.2009;12;1;фев.16
205;3;70573;08.02.2009;14;2;апр.33
205;3;70573;08.02.2009;16;4;авг.66
205;3;70573;09.02.2009;19;2;апр.33
205;3;70573;09.02.2009;20;10;21.64
205;3;70573;10.02.2009;17;3;июн.49
205;3;70573;11.02.2009;9;10;21.64
205;3;70573;11.02.2009;10;4;авг.66
205;3;70573;11.02.2009;11;5;окт.82
205;3;70573;11.02.2009;13;5;окт.82
205;3;70573;11.02.2009;16;3;июн.49
205;3;70573;11.02.2009;17;4;авг.66
205;3;70573;11.02.2009;18;10;21.64
205;3;70573;11.02.2009;20;2;апр.33
205;3;70573;12.02.2009;12;3;июн.49
205;3;70573;12.02.2009;14;5;окт.82
205;3;70573;12.02.2009;16;20;43.29
205;3;70573;12.02.2009;18;10;21.64
205;3;70573;12.02.2009;19;12;25.97
205;3;70573;13.02.2009;11;4;авг.66
205;3;70573;13.02.2009;13;2;апр.33
205;3;70573;13.02.2009;14;8;17.32
205;3;70573;13.02.2009;15;7;15.15
205;3;70573;13.02.2009;18;20;43.29
205;3;70573;14.02.2009;14;10;21.64
205;3;70573;14.02.2009;15;1;фев.16
205;3;70573;14.02.2009;16;10;21.64
205;3;70573;14.02.2009;18;6;дек.99
205;3;70573;15.02.2009;9;2;апр.33
205;3;70573;15.02.2009;13;5;окт.82
205;3;70573;15.02.2009;15;5;окт.82
205;3;70584;20.01.2009;17;2;июл.53
205;3;70584;21.01.2009;11;15;56.45
205;3;70584;21.01.2009;15;4;15.май
205;3;70584;21.01.2009;19;3;ноя.29
205;3;70584;22.01.2009;9;2;июл.53
205;3;70584;22.01.2009;13;2;июл.53
205;3;70584;22.01.2009;15;20;75.27
205;3;70584;22.01.2009;17;5;18.82
205;3;70584;23.01.2009;10;10;37.63
205;3;70584;23.01.2009;11;2;июл.53
205;3;70584;23.01.2009;15;10;37.63
205;3;70584;23.01.2009;16;3;ноя.29
205;3;70584;23.01.2009;17;3;ноя.29
205;3;70584;24.01.2009;12;5;18.82
205;3;70584;24.01.2009;14;4;15.май
205;3;70584;24.01.2009;16;10;37.63
205;3;70584;24.01.2009;17;6;22.58
205;3;70584;24.01.2009;18;11;41.4
205;3;70584;24.01.2009;19;2;июл.53
205;3;70584;24.01.2009;20;6;22.58
205;3;70584;25.01.2009;9;2;июл.53
205;3;70584;25.01.2009;10;12;45.16
205;3;70584;25.01.2009;12;12;45.16
205;3;70584;25.01.2009;13;3;ноя.29
205;3;70584;25.01.2009;16;3;ноя.29
